0 5 7.07876 0.459725 1.04478 0.000417194 0.03125 0.0220731
1 5.01651 7.10214 0.459732 1.04478 0.000423163 0.03125 0.0220731
2 5.03378 7.12658 0.459745 1.04478 0.000424443 0.03125 0.0220731
3 5.03844 7.13318 0.459759 1.04478 0.000424861 0.03125 0.0220731
